archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados,pai,fhd_normal,cover
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193402,-42.715316,-71.053557,331844.3,5268753.4,982.068,1,0,0.9351974,-1.23,-0.18,0.78,2.05,2.54,1.65,0.07212178,1.3930956,0.035417728
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193403,-42.715603,-71.052983,331892.2,5268722.7,983.55334,1,0,0.9199927,-1.19,-0.11,0.89,2.28,2.8,3.14,0.106106214,1.2277259,0.05166883
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193404,-42.715890,-71.052408,331940.0,5268691.9,985.3727,1,0,0.92754143,-1.27,-0.18,0.82,2.17,2.65,4.27,0.04149908,1.3257455,0.02053551
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193405,-42.716177,-71.051833,331987.8,5268661.2,985.15826,1,0,0.9245403,-1.27,-0.22,0.71,1.98,2.43,3.80,0.01413249,1.479007,0.00704131
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193406,-42.716463,-71.051261,332035.4,5268630.6,981.3389,1,0,0.92902476,-1.16,-0.07,1.04,2.65,3.33,2.88,0.18645388,1.473409,0.08900868
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193407,-42.716750,-71.050685,332083.4,5268599.9,985.0508,1,0,0.9313199,-1.16,-0.18,0.78,2.05,2.58,2.89,0.102430195,1.283582,0.049924288
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193408,-42.717037,-71.050111,332131.1,5268569.2,984.314,1,0,0.9282077,-1.27,-0.22,0.74,2.02,2.5,1.49,0.052615117,1.2817931,0.025964148
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193409,-42.717324,-71.049537,332178.9,5268538.5,983.96906,1,0,0.9464423,-1.3,-0.22,0.74,2.02,2.54,1.81,0.06640093,1.4066138,0.032654773
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193410,-42.717610,-71.048963,332226.7,5268507.8,984.0344,1,0,0.9497872,-1.27,-0.18,0.78,2.17,2.69,2.64,0.0739683,1.4646589,0.036307838
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193411,-42.717898,-71.048387,332274.7,5268477.0,988.31067,1,0,0.921161,-1.34,0.03,1.42,3.33,4.0,6.04,0.2477376,1.4970998,0.116496325
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193412,-42.718186,-71.047811,332322.6,5268446.2,992.23676,1,0,0.9089012,-1.27,-0.18,0.82,2.2,2.69,5.44,0.12427094,1.3496726,0.060242355
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193413,-42.718473,-71.047235,332370.6,5268415.4,995.8692,1,0,0.9304729,-1.27,-0.18,0.86,2.28,2.8,4.28,0.1022882,1.4937601,0.049856838
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193414,-42.718760,-71.046660,332418.4,5268384.7,997.33374,1,0,0.940043,-1.12,-0.11,0.86,2.2,2.73,2.56,0.112356946,1.258792,0.0546279
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193415,-42.719046,-71.046087,332466.1,5268354.0,994.7689,1,0,0.933328,-1.16,-0.14,0.86,2.2,2.73,2.39,0.079452604,1.4899507,0.0389467
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193416,-42.719335,-71.045509,332514.2,5268323.1,1002.83606,1,0,0.9337467,-1.9,-0.41,0.89,2.5,3.06,6.01,0.018640375,0.6365142,0.009276841
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193417,-42.719621,-71.044935,332562.0,5268292.5,1002.51495,1,0,0.9341881,-1.12,-0.11,0.89,2.43,3.14,4.94,0.1604135,1.4448948,0.07707107
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193418,-42.719909,-71.044359,332609.9,5268261.7,1004.59406,1,0,0.9322782,-1.3,-0.18,0.86,2.32,2.84,5.69,0.05384894,1.3767941,0.026564838
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193419,-42.720196,-71.043783,332657.8,5268230.9,1009.2848,1,0,0.93900007,-1.23,0.37,2.24,5.8,6.99,14.74,0.5140095,2.0571995,0.2266042
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193421,-42.720777,-71.042618,332754.8,5268168.7,1042.7452,1,0,0.9199695,-1.87,-0.41,0.89,2.54,3.14,12.76,0.025562061,0.66950095,0.01269961
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193422,-42.721062,-71.042047,332802.3,5268138.2,1035.541,1,0,0.93883574,-2.91,-0.71,1.19,3.92,4.79,13.85,0.020085046,0.755172,0.009992208
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193423,-42.721346,-71.041480,332849.5,5268107.8,1022.0996,1,0,0.92546433,-1.38,0.33,2.17,4.52,5.42,16.09,0.338657,1.750465,0.1557541
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193424,-42.721632,-71.040907,332897.2,5268077.2,1019.29626,1,0,0.9442559,-1.23,-0.03,1.16,2.99,3.74,7.09,0.2274532,1.5635719,0.107491344
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193425,-42.721919,-71.040331,332945.1,5268046.4,1021.9136,1,0,0.9331526,-1.49,-0.29,0.74,2.09,2.58,6.62,0.03749482,1.0781589,0.018572576
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193426,-42.722204,-71.039759,332992.7,5268015.9,1016.6125,1,0,0.94053036,-1.34,-0.11,1.16,2.8,3.4,6.35,0.15778169,1.4354179,0.075855896
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193427,-42.722491,-71.039185,333040.5,5267985.2,1016.3348,1,0,0.9256121,-1.34,-0.14,0.97,2.58,3.21,7.67,0.14787486,1.5511736,0.07126728
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193428,-42.722779,-71.038608,333088.5,5267954.4,1022.23975,1,0,0.9344774,-1.19,-0.03,1.08,2.65,3.21,8.18,0.1718338,1.3672134,0.08232561
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193429,-42.723065,-71.038035,333136.2,5267923.7,1019.843,1,0,0.9228727,-1.53,-0.22,1.04,2.73,3.33,6.92,0.00956117,1.5829716,0.0047691637
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193430,-42.723352,-71.037460,333184.0,5267893.0,1020.36847,1,0,0.94852966,-1.19,-0.03,1.08,2.84,3.59,11.53,0.16677985,1.6025808,0.08000396
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193431,-42.723639,-71.036883,333232.0,5267862.2,1025.5669,1,0,0.9308894,-0.89,0.93,3.29,6.58,7.55,15.85,0.72021884,1.9866556,0.30234262
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193432,-42.723929,-71.036303,333280.3,5267831.2,1037.4066,1,0,0.9453993,-1.57,-0.03,1.49,3.85,4.75,16.92,0.18256412,1.8642645,0.08723538
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193433,-42.724218,-71.035724,333328.5,5267800.3,1048.5801,1,0,0.94081867,-1.57,-0.33,0.71,2.05,2.54,11.97,0.037739486,0.9327278,0.018692626
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193434,-42.724504,-71.035151,333376.2,5267769.7,1045.1454,1,0,0.91714597,-1.23,-0.03,1.08,2.65,3.21,6.11,0.17347784,1.4255646,0.08307956
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193435,-42.724789,-71.034578,333423.8,5267739.1,1041.6035,1,0,0.9329294,-1.9,-0.33,1.16,3.03,3.66,7.72,0.0451857,1.2967259,0.02233926
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193436,-42.725075,-71.034007,333471.4,5267708.5,1036.3048,1,0,0.93338645,-1.3,-0.11,1.04,2.76,3.48,7.84,0.16116306,1.5887222,0.077416874
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193437,-42.725361,-71.033434,333519.1,5267677.9,1033.9371,1,0,0.9377751,-1.3,-0.14,0.93,2.46,3.06,6.46,0.13132912,1.6225238,0.06355275
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193438,-42.725647,-71.032861,333566.8,5267647.2,1031.2389,1,0,0.9248706,-1.3,-0.11,1.04,2.65,3.25,6.35,0.105973616,1.5891815,0.051605955
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193439,-42.725933,-71.032288,333614.4,5267616.6,1028.4894,1,0,0.9300657,-1.3,-0.14,0.89,2.35,2.91,6.89,0.078812726,1.475412,0.03863918
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193440,-42.726218,-71.031716,333662.0,5267586.0,1023.85565,1,0,0.9325715,-1.19,-0.14,0.82,2.13,2.65,5.51,0.09291716,1.3335779,0.045394726
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193441,-42.726504,-71.031143,333709.7,5267555.4,1020.7795,1,0,0.944509,-1.19,-0.18,0.74,2.05,2.58,5.51,0.05083542,1.4524466,0.025097042
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193442,-42.726791,-71.030569,333757.4,5267524.7,1020.3368,1,0,0.92622817,-1.19,0.11,1.45,3.7,4.64,7.43,0.2739845,1.7596143,0.12801342
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193443,-42.727079,-71.029992,333805.4,5267493.9,1025.9698,1,0,0.91477025,-1.27,-0.18,0.78,2.09,2.58,9.41,0.10084418,1.2062808,0.049170617
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193444,-42.727365,-71.029419,333853.2,5267463.2,1024.8219,1,0,0.94155353,-1.19,-0.18,0.78,2.09,2.58,5.79,0.07410838,1.4894056,0.036375333
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193445,-42.727652,-71.028845,333900.9,5267432.5,1023.4094,1,0,0.93759465,-1.23,-0.11,1.01,2.54,3.14,6.51,0.10127373,1.6479845,0.0493748
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193446,-42.727938,-71.028272,333948.6,5267401.8,1022.72955,1,0,0.9333752,-1.42,-0.14,1.08,2.84,3.51,9.29,0.10380446,1.7281141,0.050576854
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193447,-42.728225,-71.027698,333996.4,5267371.1,1022.6383,1,0,0.93938005,-1.64,-0.14,1.27,3.44,4.3,11.26,0.12033565,1.8194201,0.058391556
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193448,-42.728512,-71.027123,334044.2,5267340.3,1024.0239,1,0,0.9441101,-1.49,0.03,1.6,4.15,5.12,15.03,0.22439092,1.8254951,0.106123924
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193449,-42.728799,-71.026548,334092.0,5267309.6,1025.7443,1,0,0.9366047,-1.72,-0.14,1.42,3.7,4.67,17.08,0.12171362,1.9354849,0.059040044
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033899,-42.711120,-71.075620,330026.2,5269175.2,1006.24426,1,0,0.9288368,-1.16,-0.14,0.78,2.05,2.54,3.82,0.011616596,1.4922538,0.0057914443
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033900,-42.711407,-71.075047,330073.9,5269144.5,1007.6046,1,0,0.9321443,-1.34,-0.11,1.08,2.8,3.51,5.26,0.09888496,1.7217934,0.048238818
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033901,-42.711694,-71.074474,330121.6,5269113.8,1009.05066,1,0,0.95259386,-1.23,-0.14,0.86,2.32,2.95,3.95,0.07696361,1.6849735,0.03775001
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033902,-42.711981,-71.073899,330169.5,5269083.0,1012.97565,1,0,0.93351036,-1.27,-0.18,0.78,2.09,2.58,3.51,0.062858365,1.440205,0.030939898
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033903,-42.712267,-71.073331,330216.8,5269052.5,1005.6816,1,0,0.94651514,-1.42,-0.22,0.89,2.46,3.1,7.95,0.057829555,1.6768304,0.028500302
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033904,-42.712552,-71.072762,330264.2,5269022.0,998.4233,1,0,0.93629634,-1.3,-0.18,0.86,2.32,2.88,8.14,0.09852552,1.4812874,0.04806776
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033905,-42.712837,-71.072191,330311.7,5268991.4,994.69354,1,0,0.94443524,-1.38,-0.22,0.86,2.24,2.76,7.51,0.07508822,1.3668274,0.036847323
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033906,-42.713123,-71.071620,330359.2,5268960.8,991.3748,1,0,0.937962,-1.27,-0.22,0.74,2.02,2.5,6.65,0.055838663,1.4687452,0.027532775
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033907,-42.713409,-71.071050,330406.7,5268930.2,987.334,1,0,0.9291554,-1.19,-0.18,0.71,1.94,2.39,6.08,0.051854692,1.4021944,0.025593761
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033908,-42.713695,-71.070479,330454.3,5268899.6,984.5305,1,0,0.93992066,-1.16,-0.11,0.89,2.32,2.88,5.86,0.16018352,1.4419286,0.076965064
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033909,-42.713981,-71.069908,330501.8,5268869.0,981.27313,1,0,0.9389645,-1.27,-0.22,0.78,2.09,2.61,7.43,0.08250788,1.47408,0.04041368
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033910,-42.714267,-71.069336,330549.4,5268838.4,978.9272,1,0,0.9364882,-1.23,-0.14,0.86,2.24,2.76,4.77,0.09089856,1.2605305,0.04443085
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033911,-42.714554,-71.068764,330597.0,5268807.7,978.53766,1,0,0.9425542,-1.34,-0.22,0.78,2.05,2.54,3.44,0.045809977,1.1427475,0.02264438
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033912,-42.714840,-71.068192,330644.6,5268777.1,976.0805,1,0,0.9391851,-1.38,-0.22,0.78,2.09,2.58,3.53,0.05162515,1.333414,0.025481924
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033913,-42.715126,-71.067621,330692.2,5268746.5,972.62854,1,0,0.9371227,-1.38,-0.22,0.82,2.2,2.73,4.41,0.037003793,0.9752111,0.018331602
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033914,-42.715412,-71.067050,330739.7,5268715.9,968.4698,1,0,0.93879044,-1.42,-0.22,0.89,2.35,2.88,3.94,0.032889754,1.1899078,0.016310254
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033915,-42.715697,-71.066479,330787.3,5268685.3,964.4539,1,0,0.9456254,-1.12,0.0,1.12,2.73,3.33,3.84,0.23203044,1.3315015,0.10953158
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033916,-42.715983,-71.065908,330834.8,5268654.7,959.6121,1,0,0.95428693,-1.27,-0.07,1.08,2.99,3.89,5.50,0.1462583,1.8217131,0.07051646
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033917,-42.716269,-71.065337,330882.3,5268624.1,954.1987,1,0,0.9508073,-1.23,-0.03,1.12,2.91,3.63,8.15,0.18692455,1.6142796,0.089223176
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033918,-42.716554,-71.064767,330929.7,5268593.6,947.8303,1,0,0.94434774,-1.19,-0.14,0.82,2.24,2.88,6.65,0.11727257,1.4547852,0.0569485
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033919,-42.716842,-71.064190,330977.7,5268562.7,954.4109,1,0,0.923855,-1.45,-0.22,0.97,2.58,3.18,7.74,0.09876364,1.5681072,0.048181083
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033920,-42.717130,-71.063615,331025.7,5268531.9,958.9349,1,0,0.94549626,-1.19,-0.11,0.97,2.46,3.1,5.73,0.1576957,1.3482187,0.07581627
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033921,-42.717418,-71.063038,331073.7,5268501.1,965.48425,1,0,0.9464078,-1.3,-0.11,1.08,2.88,3.63,9.71,0.20844184,1.5809364,0.0989683
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033922,-42.717707,-71.062459,331121.9,5268470.2,976.4441,1,0,0.94655246,-1.3,-0.22,0.78,2.17,2.69,7.55,0.042964865,1.498465,0.021253083
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033923,-42.717994,-71.061885,331169.6,5268439.5,976.27435,1,0,0.94395757,-1.16,-0.11,0.89,2.28,2.8,4.52,0.12198041,1.3193253,0.05916561
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033924,-42.718282,-71.061308,331217.7,5268408.6,983.8507,1,0,0.9399034,-1.23,-0.11,0.97,2.46,3.03,5.53,0.09328028,1.3197343,0.04556806
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033925,-42.718569,-71.060734,331265.5,5268377.9,984.0468,1,0,0.94170034,-1.27,-0.14,0.89,2.35,2.88,3.11,0.09436695,1.4228214,0.04608647
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033926,-42.718856,-71.060159,331313.3,5268347.1,986.6581,1,0,0.93015045,-1.16,-0.07,1.01,2.69,3.4,4.60,0.17904513,1.59546,0.08562828
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033927,-42.719144,-71.059582,331361.3,5268316.3,992.0995,1,0,0.93547916,-1.23,-0.14,0.82,2.17,2.69,4.93,0.10044794,1.2905724,0.048982278
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033928,-42.719431,-71.059007,331409.2,5268285.5,994.57227,1,0,0.9388463,-1.3,-0.22,0.78,2.17,2.69,3.42,0.06682806,1.5120347,0.032861356
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033930,-42.720007,-71.057856,331505.0,5268224.0,1001.696,1,0,0.94531924,-1.19,-0.07,1.01,2.61,3.33,3.92,0.18424082,1.5788622,0.08800035
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033931,-42.720294,-71.057281,331552.9,5268193.3,1003.01074,1,0,0.93759996,-1.23,-0.22,0.74,2.02,2.5,2.18,0.08802479,1.3761481,0.043056887
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033932,-42.720580,-71.056707,331600.6,5268162.6,1002.6722,1,0,0.9401862,-1.23,-0.14,0.89,2.35,2.88,3.67,0.12496784,1.3591748,0.060569808
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033933,-42.720868,-71.056131,331648.6,5268131.8,1005.8644,1,0,0.94322926,-1.23,-0.14,0.86,2.2,2.69,4.32,0.057131197,1.1374986,0.028161027
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033934,-42.721155,-71.055557,331696.4,5268101.1,1006.6938,1,0,0.9347464,-1.23,-0.14,0.86,2.24,2.8,3.11,0.14352572,1.4293896,0.069245756
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033935,-42.721442,-71.054982,331744.2,5268070.3,1008.32306,1,0,0.9328681,-1.19,-0.14,0.86,2.2,2.69,3.58,0.093858615,1.4393265,0.045843996
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033936,-42.721729,-71.054406,331792.1,5268039.6,1010.9387,1,0,0.9356563,-1.19,-0.14,0.82,2.17,2.69,5.14,0.05521866,1.3583329,0.02723127
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033937,-42.722017,-71.053831,331840.0,5268008.8,1013.93024,1,0,0.94510347,-1.12,-0.07,0.93,2.39,2.99,5.08,0.1787615,1.2851722,0.08549861
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033938,-42.722305,-71.053254,331888.1,5267978.0,1019.7989,1,0,0.93020993,-1.27,0.03,1.42,3.4,4.11,7.30,0.2770511,1.6285844,0.12934951
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033939,-42.722593,-71.052676,331936.1,5267947.1,1026.16,1,0,0.93545383,-1.23,-0.18,0.74,1.98,2.46,5.85,0.037895624,1.2860988,0.018769238
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033940,-42.722880,-71.052101,331984.0,5267916.4,1027.4827,1,0,0.9290939,-1.19,-0.14,0.86,2.2,2.73,2.32,0.10088413,1.4010056,0.049189657
